senid,sentence,intent,sampling_strategy,confidence
881721,auto reply,ask_is_bot,,0
881722,chatbot hay nhân viên,ask_is_bot,,0
881723,Shop dùng bot à,ask_is_bot,,0
881724,Chatbot à shop ơi,ask_is_bot,,0
881725,co phai nguoi khong,ask_is_bot,,0
881726,auto rep a shop,ask_is_bot,,0
881727,Shop su dung bot ah,ask_is_bot,,0
881728,bot ha,ask_is_bot,,0
881729,Shop oi chatbot hay nhan vien vay ah,ask_is_bot,,0
881730,chat bot hay nhan vien,ask_is_bot,,0
881731,shop ơi bot hay nhân viên vậy ạ,ask_is_bot,,0
881732,Co phai bot ko,ask_is_bot,,0
881733,Co phai chatbot ko,ask_is_bot,,0
881734,Tự động trả lời à shop ơi,ask_is_bot,,0
881735,Nhan vien hay bot,ask_is_bot,,0
881736,auto tra loi ha shop,ask_is_bot,,0
881737,Đang chat với chatbot hay người th,ask_is_bot,,0
881738,shop ơi ng hay bot th ạ,ask_is_bot,,0
881739,Người hay máy đấy hả sh,ask_is_bot,,0
881740,auto rep à sh,ask_is_bot,,0
881741,shop oi auto reply hả,ask_is_bot,,0
881742,shop dùng bot a,ask_is_bot,,0
881743,Nhân viên hay bot,ask_is_bot,,0
881744,shop oi nguoi hay chatbot the ah,ask_is_bot,,0
881745,mình đang chat với ng hay bot the,ask_is_bot,,0
881746,Người hay chatbot th ạ,ask_is_bot,,0
881747,chatbot a,ask_is_bot,,0
881748,Chatbot hay nguoi vay shop,ask_is_bot,,0
881749,Bot hay nguoi,ask_is_bot,,0
881750,Shop ơi người hay chatbot th ạ,ask_is_bot,,0
881751,bot hay nhan vien,ask_is_bot,,0
881752,chatbot a sh ơi,ask_is_bot,,0
881753,nhan vien hay bot vay,ask_is_bot,,0
881754,La nguoi hay chatbot the,ask_is_bot,,0
881755,Bot à shop ơi,ask_is_bot,,0
881756,Máy hay ng vậy shop,ask_is_bot,,0
881757,shop để auto trả lời à,ask_is_bot,,0
881758,auto trả lời,ask_is_bot,,0
881759,auto trả lời à,ask_is_bot,,0
881760,auto reply a shop oi,ask_is_bot,,0
881761,Tra loi tu dong a,ask_is_bot,,0
881762,nvien hay bot,ask_is_bot,,0
881763,Auto reply à,ask_is_bot,,0
881764,tra loi tu dong a shop,ask_is_bot,,0
881765,la bot hay ng the,ask_is_bot,,0
881766,May hay nguoi vay shop,ask_is_bot,,0
881767,shop đang dùng bot à,ask_is_bot,,0
881768,Shop de tra loi tu dong ah,ask_is_bot,,0
881769,bot à shop ơi,ask_is_bot,,0
881770,Chatbot à,ask_is_bot,,0
881771,Trả lời tự động à shop,ask_is_bot,,0
881772,co phai bot khong,ask_is_bot,,0
881773,minh dang chat voi nguoi hay chatbot the,ask_is_bot,,0
881774,Người hay bot th,ask_is_bot,,0
881775,mk đag chat voi ng hay bot the,ask_is_bot,,0
881776,nvien hay bot vậy,ask_is_bot,,0
881777,chatbot hay ng,ask_is_bot,,0
881778,chatbot ạ,ask_is_bot,,0
881779,Có phải người không,ask_is_bot,,0
881780,nguoi hay chatbot,ask_is_bot,,0
881781,Có phải ng không,ask_is_bot,,0
881782,shop oi bot tự động à,ask_is_bot,,0
881783,chatbot ha,ask_is_bot,,0
881784,Tự động trả lời à,ask_is_bot,,0
881785,Nvien hay bot,ask_is_bot,,0
881786,Auto rep à shop,ask_is_bot,,0
881787,Chatbot tu dong ah,ask_is_bot,,0
881788,shop oi bot tu dong a,ask_is_bot,,0
881789,sh oi bot tự động à,ask_is_bot,,0
881790,Người hay bot,ask_is_bot,,0
881791,Shop su dung chatbot a,ask_is_bot,,0
881792,shop ơi chatbot a,ask_is_bot,,0
881793,Mình đang chat với người hay chatbot th,ask_is_bot,,0
881794,bot hay nhân viên,ask_is_bot,,0
881795,Ng hay máy vậy shop,ask_is_bot,,0
881796,shop oi nhan vien hay chatbot vay,ask_is_bot,,0
881797,bot à sh ơi,ask_is_bot,,0
881798,chatbot,ask_is_bot,,0
881799,chatbot hay người,ask_is_bot,,0
881800,shop dùng bot ạ,ask_is_bot,,0
881801,auto tra loi,ask_is_bot,,0
881802,nvien hay chatbot vay,ask_is_bot,,0
881803,Nguoi hay may vay shop,ask_is_bot,,0
881804,shop oi bot hay nvien vay ah,ask_is_bot,,0
881805,Co phai ng ko,ask_is_bot,,0
881806,Tự động trả lời,ask_is_bot,,0
881807,Ng hay bot vậy shop,ask_is_bot,,0
881808,bot a shop oi,ask_is_bot,,0
881809,Co phai nguoi ko,ask_is_bot,,0
881810,shop dang dung chatbot a,ask_is_bot,,0
881811,Bot hay nvien vậy,ask_is_bot,,0
881812,La ng hay bot the,ask_is_bot,,0
881813,Người hay chatbot vậy shop,ask_is_bot,,0
881814,bot hay nvien,ask_is_bot,,0
881815,sh oi nvien hay bot vay,ask_is_bot,,0
881816,ng hay bot,ask_is_bot,,0
881817,Có phải chatbot ko,ask_is_bot,,0
881818,nhan vien hay chatbot vay,ask_is_bot,,0
881819,có phải bot không shop,ask_is_bot,,0
881820,shop oi chatbot tu dong a,ask_is_bot,,0
881821,la bot hay nguoi the,ask_is_bot,,0
881822,Shop sử dụng chatbot à,ask_is_bot,,0
881823,auto rep à shop,ask_is_bot,,0
881824,shop oi nvien hay chatbot vay,ask_is_bot,,0
881825,có phải bot ko shop,ask_is_bot,,0
881826,tu dong tra loi a,ask_is_bot,,0
881827,bot hay người,ask_is_bot,,0
881828,tu dong tra loi,ask_is_bot,,0
881829,bot tự động à,ask_is_bot,,0
881830,Nhân viên hay chatbot vậy,ask_is_bot,,0
881831,trao đoi voi nhan vien,connect_employee,,0
881832,gap admin,connect_employee,,0
881833,cho mình nt với nhân viên của shop,connect_employee,,0
881834,cho mình gặp admin,connect_employee,,0
881835,chat với admin,connect_employee,,0
881836,cho minh chat voi shop,connect_employee,,0
881837,cho mình k t nối với shop,connect_employee,,0
881838,chuyển chat vs shop,connect_employee,,0
881839,không chat với bot,connect_employee,,0
881840,cho minh lien he voi nhan vien,connect_employee,,0
881841,cho chat vs shop,connect_employee,,0
881842,lien he voi admin,connect_employee,,0
881843,gặp nhân viên,connect_employee,,0
881844,nói chuyện với người,connect_employee,,0
881845,page trao đổi với mình,connect_employee,,0
881846,cho mình gặp nhân viên,connect_employee,,0
881847,cho mình trao đổi với ng,connect_employee,,0
881848,dừng trao đổi với bot,connect_employee,,0
881849,cho liên hệ vs shop,connect_employee,,0
881850,chat với nhân viên,connect_employee,,0
881851,trao đổi với page,connect_employee,,0
881852,nói chuyện với nhân viên của shop,connect_employee,,0
881853,cho lien he nhan vien,connect_employee,,0
881854,chuyển chat với nhân viên,connect_employee,,0
881855,dừng chatbot,connect_employee,,0
881856,không autochat,connect_employee,,0
881857,nc voi shop,connect_employee,,0
881858,cho nói chyện với shop,connect_employee,,0
881859,cho mgặp người,connect_employee,,0
881860,cho mình trao đổi với người thật,connect_employee,,0
881861,dừng chat,connect_employee,,0
881862,shop chat với mình,connect_employee,,0
881863,cho gặp nhân viên tư vấn,connect_employee,,0
881864,cho mình chat với người,connect_employee,,0
881865,cho minh lien he vs shop,connect_employee,,0
881866,nc với nhân viên,connect_employee,,0
881867,cho mình gặp người thật,connect_employee,,0
881868,shop trao đổi với mình,connect_employee,,0
881869,cho mình chat với người thật,connect_employee,,0
881870,cho mình lh với nhân viên,connect_employee,,0
881871,cho mình nhắn tin với shop,connect_employee,,0
881872,cho minh trao đoi voi admin,connect_employee,,0
881873,cho minh chat voi admin,connect_employee,,0
881874,cho minh chat voi nhan vien,connect_employee,,0
881875,cho liên hệ với shop,connect_employee,,0
881876,chuyển k t nối với shop,connect_employee,,0
881877,liên hệ với page,connect_employee,,0
881878,chuyển chat vs nhân viên,connect_employee,,0
881879,k t nối với shop,connect_employee,,0
881880,chuyển chat với admin,connect_employee,,0
881881,cho mình trao đổi với sh,connect_employee,,0
881882,cho mình nt với admin,connect_employee,,0
881883,nc với shop,connect_employee,,0
881884,nhắn tin với nhân viên tư vấn,connect_employee,,0
881885,liên hệ với shop,connect_employee,,0
881886,nói chuyện với người thật,connect_employee,,0
881887,cho mình trao đổi với người,connect_employee,,0
881888,cho trao đổi với shop,connect_employee,,0
881889,cho m gặp gặp nv,connect_employee,,0
881890,chuyển sang chat với shop,connect_employee,,0
881891,cho mình trao đổi với nhân viên,connect_employee,,0
881892,chat voi nv,connect_employee,,0
881893,chat voi nhan vien,connect_employee,,0
881894,chuyển chat vs admin,connect_employee,,0
881895,page trả lời mình với,connect_employee,,0
881896,cho mình liên hệ với shop,connect_employee,,0
881897,cho chat với nhân viên của shop đi,connect_employee,,0
881898,cho mình nói chuyện với người thật,connect_employee,,0
881899,cho mình trao đổi với admin,connect_employee,,0
881900,cho mình nói chuyện với nhân viên của shop,connect_employee,,0
881901,nc với nv,connect_employee,,0
881902,dừng trả lời tự động,connect_employee,,0
881903,dừng chat tự động,connect_employee,,0
881904,gap nhan vien,connect_employee,,0
881905,chat với người,connect_employee,,0
881906,dừng nói chuyện với bot,connect_employee,,0
881907,shop trả lời mình,connect_employee,,0
881908,liên hệ với nhân viên của shop,connect_employee,,0
881909,nói chuyện với page,connect_employee,,0
881910,liên hệ với nv,connect_employee,,0
881911,trao đổi với người thật,connect_employee,,0
881912,cho lien he voi shop,connect_employee,,0
881913,cho mình liên hệ với người,connect_employee,,0
881914,cho mình nhắn tin với nhân viên,connect_employee,,0
881915,cho trao đoi voi shop,connect_employee,,0
881916,cho chat với shop,connect_employee,,0
881917,chat voi admin,connect_employee,,0
881918,cho mình nhắn tin với nhân viên của shop,connect_employee,,0
881919,cho minh noi chuyen voi nhan vien,connect_employee,,0
881920,chat với người thật,connect_employee,,0
881921,page chat với mình,connect_employee,,0
881922,trao đoi voi shop,connect_employee,,0
881923,nói chuyện với admin,connect_employee,,0
881924,shop trả lời mình với,connect_employee,,0
881925,liên hệ với nhân viên,connect_employee,,0
881926,trao đổi với nhân viên,connect_employee,,0
881927,cho lien he vsshop,connect_employee,,0
881928,ko chat tự động,connect_employee,,0
881929,cho mình liên hệ vs nhân viên,connect_employee,,0
881930,cho mình chat với shop,connect_employee,,0
881931,cho mình liên hệ với nhân viên,connect_employee,,0
881932,ad trả lời mình đi,connect_employee,,0
881933,cho liên hệ nhân viên,connect_employee,,0
881934,cho nhân viên tư vấn nói chuyện với mình,connect_employee,,0
881935,cho mình nt với nhân viên,connect_employee,,0
881936,cho minh trao đoi voi nhan vien,connect_employee,,0
881937,trao đổi với sh,connect_employee,,0
881938,dừng nhắn tin tự động,connect_employee,,0
881939,cho mình nói chuyện với sh,connect_employee,,0
881940,cho trao đ với shop,connect_employee,,0
881941,chat voi shop,connect_employee,,0
881942,nói chuyện vs page,connect_employee,,0
881943,cho noi chyen voi shop,connect_employee,,0
881944,stop,connect_employee,,0
881945,cho nc với shop đi,connect_employee,,0
881946,page trả lời mình đi,connect_employee,,0
881947,dung chat tu dong,connect_employee,,0
881948,noi chuyen voi nhan vien,connect_employee,,0
881949,cho mình gặp người,connect_employee,,0
881950,cho chat với shop đi,connect_employee,,0
881951,cho nói chuyện với nhân viên,connect_employee,,0
881952,gặp admin,connect_employee,,0
881953,cho mình gặp shop,connect_employee,,0
881954,cho k t nối với shop,connect_employee,,0
881955,nhắn tin với nhân viên của shop,connect_employee,,0
881956,cho mình liên hệ vs shop,connect_employee,,0
881957,cho mình nói chuyện với nhân viên,connect_employee,,0
881958,liên hệ với admin,connect_employee,,0
881959,cho gặp người thật,connect_employee,,0
881960,cho mình nói chuyện với người,connect_employee,,0
881961,dừng autochat,connect_employee,,0
881962,page trả lời mình,connect_employee,,0
881963,không chat với trợ l ảo,connect_employee,,0
881964,cho mình nt vs nhân viên,connect_employee,,0
881965,cho mình liên hệ với page,connect_employee,,0
881966,nc với nhân viên bán hàng,connect_employee,,0
881967,k t nối với nhân viên,connect_employee,,0
881968,chuyển k t nối với nhân viên,connect_employee,,0
881969,nhắn tin với nhân viên,connect_employee,,0
881970,chuyển chat với shop,connect_employee,,0
881971,cho nói chuyện với shop,connect_employee,,0
881972,cho minh lien he voi shop,connect_employee,,0
881973,cho gặp shop,connect_employee,,0
881974,cho minh trao đoi voi shop,connect_employee,,0
881975,cho mình nt vs nhân viên của shop,connect_employee,,0
881976,chat với shop,connect_employee,,0
881977,cho gặp người,connect_employee,,0
881978,liên hệ với người,connect_employee,,0
881979,cho mình nt với shop,connect_employee,,0
881980,shop liên hệ với mình,connect_employee,,0
881981,trao doi với shop,connect_employee,,0
881982,cho mình nhắn tin với admin,connect_employee,,0
881983,cho mình trao đổi với page,connect_employee,,0
881984,shop k t nối với mình,connect_employee,,0
881985,cho mình liên hệ với người thật,connect_employee,,0
881986,shop nói chuyện với mình,connect_employee,,0
881987,gặp nhân viên tư vấn,connect_employee,,0
881988,chat với nv,connect_employee,,0
881989,cho mình liên hệ với sh,connect_employee,,0
881990,k t nối với admin,connect_employee,,0
881991,liên hệ với người thật,connect_employee,,0
881992,trao đổi vs page,connect_employee,,0
881993,cho mình lh với shop,connect_employee,,0
881994,k t nối với nv,connect_employee,,0
881995,cho minh ket noi voi shop,connect_employee,,0
881996,cho lh với shop,connect_employee,,0
881997,cho mình chat với page,connect_employee,,0
881998,chat vs page,connect_employee,,0
881999,liên hệ vs page,connect_employee,,0
882000,cho mình liên hệ với ng,connect_employee,,0
882001,K phải nôi rung cao cấp,disagree,,0
882002,Chị ko muốn cái màu xanh đâu,disagree,,0
882003,K phải e này,disagree,,0
882004,Mình k thích matcha,disagree,,0
882005,Mình ko thích họa ti t,disagree,,0
882006,E bé gái k thích màu xanh ạ,disagree,,0
882007,Khug đen chứ ko phải khung nhôm đâu,disagree,,0
882008,Nhưng chất thì k thicha laqms,disagree,,0
882009,Ơ ko phải shop ơi,disagree,,0
882010,Ko phải ở xa đâu,disagree,,0
882011,Ko phải bình,disagree,,0
882012,Ko phải thảm như hôm c mua đâu nhé,disagree,,0
882013,Ko phải túi trữ sữa mà kiểu dạng cáu túi đựng bình sữa để giữ lạnh đó bạn,disagree,,0
882014,K phải là cao su ạ,disagree,,0
882015,Mình k thích loại đó,disagree,,0
882016,Mình đặt xanh biển chứ không phải xanh lá,disagree,,0
882017,Nên k thích lắm,disagree,,0
882018,Mà thực sự ko thích đen,disagree,,0
882019,K phải hình lúc giác đâu,disagree,,0
882020,2 mau nay minh deu k thich,disagree,,0
882021,Gh ăn dặm thì bé ko thích ngồi,disagree,,0
882022,K phải đâu,disagree,,0
882023,Ko phải địa chỉ này đâu,disagree,,0
882024,Ko phải tạo đọ ẩm,disagree,,0
882025,Ko phải kiểu thảm này nhé e,disagree,,0
882026,Màu đó mình ko thích lắm,disagree,,0
882027,Ko phải để tủ,disagree,,0
882028,Ko phải loại này,disagree,,0
882029,Ui ko thích 2 bộ đó,disagree,,0
882030,Ko phải của Nutri,disagree,,0
882031,k phải giá ạ,disagree,,0
882032,ko phải bạn ơi,disagree,,0
882033,ko phải mã 319,disagree,,0
882034,Ko phải hồng cam đâu,disagree,,0
882035,Th e lại k thích màu đấy ạ,disagree,,0
882036,Không phải shop ơi,disagree,,0
882037,K đc b oi,disagree,,0
882038,Ko phải em nói,disagree,,0
882039,A minh ko phai là shop bán đắt mà là giá e nay cao so vs mong muốn của minh aya,disagree,,0
882040,Máy tiệt trùng k phải tia UV b ạ,disagree,,0
882041,Mẫu này m ko thích lắm,disagree,,0
882042,Mình ko thích mẫu 5 in 1 này Màu sắc ko đẹp,disagree,,0
882043,Chứ k phải màn chụp ah,disagree,,0
882044,ko phải con mèo nay,disagree,,0
882045,không phải gửi nhanh ạ,disagree,,0
882046,Ko phải chật nôi,disagree,,0
882047,M ko thích đồ trung quốc đâu,disagree,,0
882048,M ko thích nhạc ti ng trung,disagree,,0
882049,Vấn dề k phải rẻ hơn,disagree,,0
882050,À ko phải xe đẩy,disagree,,0
882051,E ko thích car,disagree,,0
882052,hic mình ko thích mẫu đó lắm,disagree,,0
882053,Ko phai 3890 nhe,disagree,,0
882054,Bàn này rối lm e k thích,disagree,,0
882055,K phải xe đẩy du lịch,disagree,,0
882056,Chứ ko phải 2 cặp 4chiec nhé,disagree,,0
882057,Chứ k phải cắm sạc ah,disagree,,0
882058,Nhưg ko phải cái này ạ,disagree,,0
882059,Ơ k phải xe này a,disagree,,0
882060,Cái như ảnh mình gửi ấy Chứ mẫu b gửi mình k thích,disagree,,0
882061,ko phải m nói b bán lấy lời đồ gì đâu,disagree,,0
882062,Mẫu này mình k thích lắm,disagree,,0
882063,Loại này mình ko thích lắm,disagree,,0
882064,Ko phải dạng bịch như giấy ướt,disagree,,0
882065,k phải 549,disagree,,0
882066,Tớ ko thích quây tròn,disagree,,0
882067,Ah ko pha i,disagree,,0
882068,Mình mua loại 1000ml ko phải loại 800,disagree,,0
882069,Nhưng ko phải con tai hồng,disagree,,0
882070,Loại này m k thích rồi,disagree,,0
882071,Chứ ko phải lỏng đâu,disagree,,0
882072,Ko phải dạng gối này cậu ạ Dạng chặn cả tay í,disagree,,0
882073,Cái này k phải là nôi xách tay,disagree,,0
882074,Lỗi nay không phải do bên vận chuyển đâu bạn nha,disagree,,0
882075,Loại này ko phải rồi,disagree,,0
882076,Xanh đậm thì mình k thích,disagree,,0
882077,Ko phải vì sữa ít đâu,disagree,,0
882078,Mẫu này m lại k thichd,disagree,,0
882079,Minh ko thich nau lam,disagree,,0
882080,Vấn đề ko phải là giá,disagree,,0
882081,Ck mình k thích,disagree,,0
882082,Chứ k phải thanh chắn,disagree,,0
882083,Mà ko phải phao đâu em,disagree,,0
882084,Minh k thich lam vi no thap,disagree,,0
882085,K phải cái màu xanh lá cây đâu ạ,disagree,,0
882086,Ko phải đàn đâu,disagree,,0
882087,T ko thích màu cam này lắm,disagree,,0
882088,K phải,disagree,,0
882089,K phải gấu bông,disagree,,0
882090,K phải loại tiệt trùng riêng đâu,disagree,,0
882091,Ko phải cái đó bạn,disagree,,0
882092,Ma ko phai,disagree,,0
882093,Nên ông ấy ko thích,disagree,,0
882094,nhưng ko phải xe cũ,disagree,,0
882095,Bé nhà mh là bé gái nhưng mh k thích màu hồng,disagree,,0
882096,Nhưng ko thích màu hồng,disagree,,0
882097,M k thích 2 mẫu này lắm,disagree,,0
882098,Cái mới mẫu mình k thích,disagree,,0
882099,Ko pha i chi ơi,disagree,,0
882100,Ko phải cái đấy e mua r,disagree,,0
882101,K phải mi ng ghép,disagree,,0
882102,K phải trượt bóng rổ nhé,disagree,,0
882103,Ko phải thảm chơi,disagree,,0
882104,Ko phải shop ơi,disagree,,0
882105,2 loại kia e Ko thích lắm,disagree,,0
882106,e ko thi ch ma u đen lă m,disagree,,0
882107,k phải,disagree,,0
882108,Ko phải loại kia,disagree,,0
882109,Màu xanh đó e k thích lắm,disagree,,0
882110,ko phai tham kha o gia,disagree,,0
882111,M k thích bọc da vì nóng,disagree,,0
882112,Chứ ko phải hình đầu tiên mình gửi,disagree,,0
882113,nhug bóng thì minh ko thích màu hồng,disagree,,0
882114,Chứ k phải xe,disagree,,0
882115,Với mầu mình cũng ko thích b ạ,disagree,,0
882116,M ko thich mau đen nay lam,disagree,,0
882117,K phai cái này Shop ơi,disagree,,0
882118,Ad ko phải loại đó,disagree,,0
882119,K phải của mastela đâu nha Tomorrow sky gì í,disagree,,0
882120,Không phải xe này ạ,disagree,,0
882121,nhưng m ko muốn dùng ga chống thấm,disagree,,0
882122,ko phải cầu thang,disagree,,0
882123,Ko phải loại này c ạ,disagree,,0
882124,Chứ ko phai máy hâm sữa,disagree,,0
882125,Bố e bé lại k thích màu hồng ạ,disagree,,0
882126,K phải ở huyện đâu,disagree,,0
882127,Mình lại k thích màu kiểu ntn Chỉ thích tông trắng đen Hic,disagree,,0
882128,Ko phải bộ ăn dặm ạ,disagree,,0
882129,Màu xanh đậm k thì mình k thích lắm,disagree,,0
882130,Bé gái nhà mìh ko thích ghi lắm,disagree,,0
882131,mình k thích màu hồng,disagree,,0
