senid,sentence
726486,Mjh lại dang cần luôn
726487,Th gủi luôn cho mjh nhé
726488,Cang nhanh cang tốt
726489,bạn ơi máy này bao nhiêu vậy 
726490,có bảo hàng 2 năm ah bạn
726491,bạn ơi cái nôi này có thể nắp thành 2 chức năng ah đây là gh ngồi ăn ah
726492,nhưng nằm nôi này có sợ bé bị cong người ko
726493,shop oi 2 máy hút sữa này thì máy nào có ưu điểm nhiều hơn vậy
726494,máy dưới bao nhiêu bạn
726495,máy tiệt trùng này bao nhiêu đấy bạn ạ
726496,bảo hành bao nhiêu năm ạ
726497,ở trong máy có rộng đe sấy dk nhiều đồ k bạn
726498,bạn ơi cho mình đặt cái máy sấy tiệt trùng màu xanh cốm với
726499,lúc nào có hàng thì ship cho mình đ n địa chỉ cổng số 2 bệnh viện việt đức sdt 0906297890
726500,tuần sau nhé
726501,thứ 3 hoặc thứ 4
726502,có gì t sẽ nhắn vào chủ nhật nhé
726503,bạn ơi đây là giá úp bình sữa đúng ko đặt hàng hôm nay còn giảm giá ko ship cho mình giá này và máy sấy tiệt trùng upang nhé đ n địa chỉ số nhà 7 đông trù đông hội đông anh hà nội sdt 0906297890
726504,th cái giá kia có úp dk bình sữa ko bạn
726505,bạn ơi mai ship cho mình máy sấy tiệt trùng nhé có còn giá khuy n mại thì mai ship cho minhg
726506,mai ship đ n bệnh viện việt đức nhé n u còn giá khuy n mại sdt 0906297890
726507,bạn ơi giường nôi giá bnhiu b 
726508,nôi này dùng cho bé đ n bao nhiêu kg vậy shop
726509,quây giá bao nhiu vậy bạn
726510,xe giá bnhiu ạ
726511,khăn YODO có bán trên shoppe ko bạn
726512,phải mua theo set chứ ko được mua khăn mặt riêng ah bann
726513,khăn măt hãng này bạn k bán riêng ah
726514,bạn ơi n u mua quây gồm cả ngựa bập bênh và cầu trượt sz L thì giá bao nhiu bạn
726515,kích thước bây jo lại khác với đợt trước bạn gửi cho t xem ah b cậu trượt là giá riêng ah bann
726516,mua trên shoppe có được km 150 và thảm đâu bạn mình thấy chỉ dk tặng 100 bóng thôi làm th nào để dk mua tặng 150 bòng vag thảm nữa
726517,vậy phải chuyển khoản trước thì bạn vận chuyển cho mình miễn phí về đông anh dk k bạn chỉ cách cửa hàng khoảng 20km
726518,n u FS thì ko dược KM ah bạn
726519,th mình thấy ghi là chuyển khoản trước thì dk FS mà
726520,th n u chuyển về nhà rồi mình trả tiền thì th nào bạn
726521,nhà số 7 thôn đông trù xã đông hội đông anh hà nội
726522,bạn ơi mai ship cho mình sz L nhé quây bóng nhé
726523,máy say hấp đa năng bjo giá bao nhiu bạn
726524,tiền ship bao nhiêu nữa bạn
726525,bạn ship về đây rồi mình gửi tiền dk ko
726526,th cho mjh tk nhé
726527,máy say hấp giá bnhiu b
726528,babymoov ban
726529,thấy quảng cáo nhiều con chuẩn bị ăn dặm mà ko bit nên mua loại nào để phục vụ dk nhiu chức năng
726530,n u mà bạn có thể chuyển về nhà cho t mua cả quây bóng và máy say hấp về nhà t thanh toán dk thì tốt vì t đi ck xa lắm ở nhà k ck dk
726531,là mấy jo bạn
726532,uhm t lấy màu tối
726533,0906297890
726534,cho m thêm thìa báo nóng michin nhé
726535,là bao nhiu tiền nữa bạn
726536,tặng set ăn dặm là cái gì bạn
726537,cho mình thảm màu xanh đậm nhé
726538,có dk chọn màu k bạn
726539,cho mình set xúc xắc gặm nướu loại nào bé cầm gặm nhấm dk bạn
726540,thảm này nhé
726541,bạn ơi có clips cách nắp cái quây ko gửi cho mình với
726542,th cái này để làm gì 
726543,ah vậy ah vì ko hiểu để làm gì nên hỏi
726544,bạn đổi cho mình cái máy xay hấp màu tối nhé chứ màu trắng này mình ko thích đâu và bẩn nữa
726545,màu trắng này dùng lâu sẽ bẩn vì mình từng dùng rồi nên bi t mà 
726546,cọ rửa sẽ lâu hơn màu tối
726547,bi t vậy mình chưa trả tiền vội
726548,mà sao cái quây có màu ghi mà toàn xanh với trắng vậy bann
726549,nhưng sao bộ của mình ko có màu ghi ah
726550,đây toàn màu xanh với trắng chứ ko có 4 góc ghi đau b
726551,làm gì có phần cong nào đâu
726552,th vậy thôi bạn ạ
726553,mà bạn ơi sao ko thấy thìa muchin của mình
726554,mình lúc quên k kiềm tra
726555,bjo tìm thìa mà ko thấy
726556,b xem cho mình chưa 
726557,bạn ơi sao mình ko xay được máy xay mà gọi số shop để hỏi mà ko dk vậy
726558,cho mình số của shop để mình hỏi
726559,địu có trên shoppe chưa b
726560,bạn ơi mai ship cho mình cái địu này d n địa chỉ ngõ 135 núi trúc sdt 0988863291
726561,ship qua shoppe
726562,bạn ơi loại địu nào giúp thoải mái ko khó chịu
726563,đang phân vân ko bi t loại nào hơn vì chưa bjo dùng địu
726564,vậy ah cám ơn b để t đặt
726565,địu aag h t màu xanh ah bạn
726566,mình vừa đặt xong bạn chuyển luôn giúp mình nhé
726567,xe vovo giá hôm nay bnhiu bạn có màu ghi ko
726568,gh này có dễ lau phần vải ko bạn có loại gh nào bằng da dễ lau chùi ko
726569,cậu ơi th trên shoppe mình cũng thấy ghe này mà là 1450 là khác ah
726570,dòng snacker ko nâng hạ dk ah bạn
726571,vải gh là vải chống thấm ah bann
726572,gh có trên shoppe chưa bạn
726573,shop ơi cửa hàng nhà mình là đi qua chợ hoa quảng an đúng ko
726574,nhà có ngay mặt đường ko bạn
726575,gửi hộ mình video nắp gh này với vì mình vừa mua ở shop xong
726576,nhưng sao con mình ko ngồi được nó lọt thỏm bạn bạn cho mình đổi lấy món khác nhé vì con mình ko ngồi dk
726577,cái này là nắp đúng chưa
726578,ko gọi b ơi
726579,ko đúng số bạn
726580,bjo thì mình nắp đúng rồi nhưng mà con nó sợ khi đứng vào banh nên có thể cho mình đổi món khác ko
726581,vậy ah bạn
726582,xe giá bao nhiu bạn
726583,hôm nay shop có mở cửa hàng ko bạn
726584,bạn ơi còn ga chống thấm giường 1m8*2m ko
726585,bộ này mà ko mua quây vì đã mua quây nhà mình rồi jo chỉ mua cầu trượt xích đu và ngựa bập bệnh thì bao nhiu tiền bạn
726586,cầu trượt này giá giảm còn bao nhiu bann còn màu xanh ko
726587,xe này giá bao nhiu bạn ơi 
726588,giá xe belecoo bây jo bao nhiều bạn 
726589,ok cám ơn bạn ko dk giá trước t t hả bạn 
726590,xe này giá 1880 ah bạn
726591,ship ra phố phủ doãn bao nhiu tiền bạn
726592,ship ra ngõ 135 núi trúc bạn nhé giá ship vẫn là 40 k ah ship số điện thoại 0988863291 nhé địa chỉ ngõ 135 núi trúc chỗ cục an toàn thực phẩm
726593,ship trước 17 h hôm nay nhé
726594,bạn ơi mình mua xe rồi mà ko bi t làm th nào để nắp cái đẩy về đằng trước hả bạn
726595,cái tay đẩy để cầm bạn ko xoay dk ah
726596,chưa xoay dk bạn ạ
726597,sao shop bạn giao hàng cho nhà tớ xe ko xoay dk như video đâu
726598,n u cần nhà t mang đ n nhà bạn để đổi chứ ko xoay dk bạn ạ
726599,máy tạo độ ẩm giá bao nhiêu ban 
726600,máy giá bnhiu bạn
726601,dàn phơi này nắp ráp có dễ không có video hướng dẫn nắp ko bạn nặng bao nhiêu kg vậy bạn
726602,nắp có dễ không chứ cái này mình đọc rồi mà
726603,ship có nặng ko bjo ship cho mình dk ko ở phố phủ doãn
726604,hàng to nặng ah
726605,nắp có video hưỡng dẫn ko
726606,kích thước thùng bao nhiêu b
726607,ban ơi mai ship cho mình dàn phơi nhé ship trước 3 h chiều mai nhé 
726608,sdt 090629780
726609,a lo
726610,nhận trước 15h hôm nay
726611,địa chỉ cửa hàng nhà mình ở đâu
726612,th sáng mai ship dk ko
726613,bạn ơi chiều giao hàng cũng dk
726614,giao trước 4 h chiều là dk nhé
726615,mình ko ck dk vì ko có banking đâu
726616,giao có trong nội thành mà từ hôm qua cũng ko sắp x p giao dk hả bạn
726617,uhm ship grap có đắt ko bạn
726618,cổng số 2 bệnh viện việt đức phố phủ doãn
726619,b ơi máy pha sữa tiny baby giá bao nhiêu bạn
726620,bạn có video hướng dẫn sử dụng không nhà mình có 2 bé dùng 2 loại sữa khác nhau nên ko bi t có dùng chung 1 máy dk ko
726621,xe Nadle 2019 giá bao mhiu bạn
726622,xe này bạn ạ
726623,bạn ơi mình mua cái gh này mà chưa nắp dk bạn gửi cho mình cái video hướng dẫn nắp với
726624,trong xe có phụ kiện ốc vít đúng ko b
726625,mình thấy trên Tiki shop có bán sp này
726626,cho mình hỏi chút xíu là sp này có full box nguyên sealed ko ạ 
726627,và bảo hành như th nào vậy shop 
726628,Ohh mình order trên tiki rùi shop gian hàng của shop ấy shop nhớ để full cho mình nhé nhất là phi u bảo hành và hdsd nhé shop
726629,hi shop mình đặt hàng trên từ tuần trước qua Tiki đ n giờ vẫn chưa giao hàng
726630,shop có thể cho mình hỏi là do bên Shop thi u hàng hay do Tiki chạm giao hàng ạ 
726631,để mình bi t mình đặt qua kênh khác shopee hoặc facebook
726632,loại Joie Mimzy 123 Artwork ấy shop
726633,vâng nhờ shop check giúp nhé
726634,có thông tin gì chưa shop 
726635,mình đặt thứ 4 tuần trước kia
726636,sáng mình gọi Tiki để giải quy t tại sao giao hàng lâu th thì họ lại hủy đơn ngày 7 8 đặt lại ngày 14 8 đó shop
726637,ben shop ko có thông tin đơn hàng ngày 7 8 ạ 
726638, mình hỏi là shop có nhận được thông tin đơn hàng của sp này từ ngày 7 8 tới giờ ko ạ 
726639,hay ngày hôm nay mới nhận được thông tin đơn hàng 
726640,okay shop có j báo mình bi t nhé
726641,chứ đợi hàng lâu quá 
726642,có thông tin j ko shop 
726643,liệu mình có nhận được hàng sớm trong tuần này không đấy 
726644,mình nản rồi shop
726645,chờ quá lâu và không có hỗ trợ thông tin kịp thời
726646,chiều qua mình có hỏi shop cũng ko thấy phản hồi
726647,nên sáng nay mình hủy đơn rồi
726648,mình không thay đổi địa chỉ giao hàng gì cả
726649,mình chi note thông tin là xử l đơn hàng quá lâu thôi
726650,mình nghĩ đây là lỗi Tiki khi mình đặt hôm 07 08 rồi mà ko xử l gì cả đ n 14 08 mình gọi hỏi thì lại hủy đơn hàng cũ và đặt lại đơn hàng mới thời gian giao dự ki n đ n 21 08
726651,quá lâu và mình ko thể chờ thêm được
726652,mong shop hiểu cho nhé
726653,cho minh hoi bo ban trang diem Mother Garden ben ban ban bao nhieu tien day 
726654,Cho minh hoi mẫu này giá sao th ad
726655,Loại nhỏ thì sao ad
726656,Bạn se tính ship th nào
726657,Ad cho minh xin gia nhé
726658,Cái này chắc chắn n u bé đẩy ko ad
726659,Mình cung co 1 cai nhà banh
726660,Mà nó xiên vẹo lắm
726661,Xe vovo 2 chiều giá bao nhiêu Shop
726662,Shpp oio
726663,Hnay là áp dụng giá khuy n mại đúng ko shop
726664,Bạn ship tới địa chỉ này cho mình nhé
726665,Nhà 12A ngách 69 ngõ 255 Lĩnh Nam 
726666,Phí ship nữa là bnh shop
726667,Màu bên trái phía sau bạn nhé
726668,Màu nâu đấy
726669,0869290992
726670,Khoảng mấy h shop ship nhỉ
726671,Thảm silicon nhà mình còn ko và giá bnh nhỉ
726672,Máy mới hay sao b
726673,Vì mình thấy giá hãng cao hơn í
726674,Máy có màu gì b
726675,Shop có ship cod k hay ck trc vậy
726676,Máy có mày gì nua b
726677,B tloi luôn chứ để mình hỏi lại nua
726678,Máy này có nấu cháo dc k b
726679,Mình thaya 1 bên xay vs 1 bên hấp
726680,K thấy có chỗ nấu í
726681,Có dễ dùng k b
726682,Vì mình thấy nhiều nút
726683,Gui stk mình ck nhé
726684,Mình ở qtri b
726685,K có stk agribank à b
726686,Ok ck xog mình báo nhé
726687,shop có những loại bể bơi cho bé nào gửi giúp mình chọn với
726688,Ship bể doctor dolphim bn vậy
726689,B chụp Mình xem quà tặng để mình xem có đủ chưa để mua thêm í
726690,K thấy sh trả lời nhỉ
726691,GỬI BỂ CHO MÌNH LUÔN NHA
726692,Khánh Trinh
726693,Đ c 01 Phan Bội Châu TP Đông Hà Quảng Trị
726694,SDT 0968 090 737
726695,Chốt hàng cũng k thấy tloi
726696,Gửi stk đi mình ck
726697,Mà ck luôn cả ship hay tt sau
726698,Của ban co phai mau nay k
726699,B có mau giong nhu hinh m gii k
726700,Loại nay giảm sóc có tot k bạn
726701,The để minh xem lại mau rùi báo bạn
726702,Mau nào cung or dc dung k
726703,Xe này là nó giống xe của bạn đung k
726704,Bạn m nó kêu dung cai nay ok
726705,K biet giong nhau k
726706,Để m chon màu
726707,B ơi xe này trong luong may kg bạn
726708,Ah the khác loại b to
726709,B xem hộ tớ loại 2 chiều
726710,Đây là 1 chiều đúng k bạn
726711,Vì to k có o hnoi nen hô cho ky
726712,Mât công k đúng kieu
726713,La như nào bạn
726714,Vi to thay xe cua ban to no nhẹ lắm
726715,Nên k biet loai nào
726716,Ah the đe to hoi lại
726717,Vi no mua cua shop trên gnoi
726718,Cho anh to shop đây
726719,Nen cu the hoi thoi
726720,Chang biet loai nào
726721,Đẻ to hoi lai
726722,Neu to lay màu den thì blau co hg bạn
726723,Cho tớ hỏi chủ
726724,Giảm sóc của xe travel hay cb đều tot như nhau
726725,Khác nhau moi cái là 1 chieu hoac 2 chieu thoi dung k bạn
726726,Neu 1 chieu thi gia bn ban
726727,Oh vạy trên bạn báo nham tơ
726728,The nào b to mua 2500
726729,B bán 1500
726730,Cu so k đung loai
726731,Đe to suy nghi loai 1 hoac 2 chieu rui báo nhé
726732,M dg bảo sao rẻ thé
726733,So loại mấy thì ch t
726734,Thanh l giúp m cái xe đẩy dc k
726735,Mua của bạn mà bé nhà m k chịu ngồi
726736,Xe này bg thanh l thì giá khảong bn bạn nhỉ
726737,Mới tinh
726738,Mua của ban xong con mình chang chịu nam
726739,Xe nay mới bg bn bạn
726740,Để m biet dg
726741,Dạo này giá hạ th nhỉ
726742,Con minh k chịu nằm mới buc chứ
726743,Dẹp thich ơi là thich
726744,B ơi b nhớ post thanh lú giúp m với nhé
726745,B có xe này k
726746,The xe tomorrow b còn k
726747,Xe day gap có gon như new york k b
726748,Bác gv nhà tó dỡ h t xe ra để giạt
726749,Nên bg tớ k bi t lắp vào kiểu gi
726750,B gửi giúp tớ hdsd dc k
726751,Tớ k bi t cái phần này nó nằm ở đâu
726752,Lắp như nào luôn
726753,Hiix
726754,M lắpdc roi
726755,Xe đẩy này ó hàng k bạn
726756,Xe vibrant
726757,Gối cao mấy cm b ơi 
726758,Cả hai loại goiis nằm bạn
726759,Bên mình còn máy pha sữa tiny k shop
726760,Giao ngay ở sg quận 6 được k shop
726761,bạn ơi cho mình hỏi máy này có pha sữa dạng viên được k
726762,Bạn ơi bạn mình mua bộ phao này ở đây
726763,Nhà mình còn ko ạ
726764,Với cho mình xin kích thước nhé
726765,Bạn ơi bạn còn xe thăng bằng ko nhỉ
726766,Dạng này nè
726767,Có điều chỉnh đc độ cao ko nhỉ
726768,T mua cho bé 18m
726769,Cao 82cm
726770,Và nặng 10 5kg nhé
726771,Cho t xe ảnh xe với nhé
726772,B ơi cho t mua bộ này với
726773,Keangnam nhé
726774,Mặt phạm hùng
726775,Sđt 0973528124
726776,Ship hôm nay luôn nhed
726777,Mai t đi công tác
726778,Thankiu nhé
726779,Cái này có link shopee ko ạ
726780,Cho t mua với
726781,Th thì ship trực ti p cho t nhed
726782,T lấy 1 set
726783,Đ n keangnam mặt phạm hùng nhed
726784,B ơi shopee đang báo ko liên hệ đc với bên bạn
726785,Có sẵn đen vàng k ạ
726786,Bên b có sỉ gh newber k ạ
726787,Và giá là bn Báo giá mình vs nhé
726788,Ship tỉnh thì như nào ah
726789,Mình ở nb
726790,máy này bnhju ạ
726791,Shop cho mình hỏi máy hút sữa medela này
726792,Là máy new ạ
726793,Ko có hộp ạ
726794,Loại này là pump ạ
726795,Máy có đủ pk ko shop 
726796,Thanks shop nhé mình sẽ tham khảo và ib lại shop sau
726797,Bên shop có máy hâm sữa tiệt trùng ko ạ
726798,Loại vừa hâm nóng vừa tiệt trùng 
726799,Bên mình có shoppee ko ạ
726800,Mình xem trên shoppee thì thấy 1 loại like new rẻ hơn là máy ntn ạ 
726801,Dùng vẫn như nhau ạ 
726802,Hay máy mới thích hơn ạ 
726803,Shop cho m xin giá máy xay hấp nutri
726804,Bên shoppe rẻ hơn ạ
726805,3690k ạ
726806,Shop có nồi này ko ạ
726807,Cho m 1 máy nutri nhé
726808,Cô loan Sô 011 phố tuệ tĩnh Thị trấn sapa Tỉnh lào cai
726809,0903668686
726810,Shop cho m stk m ck
726811,Ko đc free ship ạ
726812,E có mua 1 máy nutri bên mình
726813,Shop cho e hỏi bảo hành như nào thì đc đổi máy ạ
726814,Vâng E cảm ơn shop ạ
726815,Shop gửi cho e xin thông tin về máy xay hấp này nhé
726816,Giá máy nutri bên shop vẫn 4050 ạ
726817,Đặt qua shoppe đc ko ạ
726818,E ck hay như nào ạ
726819,Giá trên shoppe cũng 4090 ạ
726820,Đê m đặt nhé
726821,Trong shopee chỉ có màu kem ạ
726822,Giá lại 4150
726823,Trả giá như nào ạ
726824,Máy hút sữa ĐÔI MEDELA CHÍNH HÃNG Giá chỉ 1 8tr trọn bộ Trọn bộ đầy đủ động cơ và phụ kiện hút gồm Động cơ Medela Electric Plus HÚT ĐÔI Không có ch độ massage nhưng hút hiệu quả Có nút điều chỉnh lực hút DÙNG ĐƯỢC PIN KHI MẤT ĐIỆN MÀ KHÔNG CẦN MUA THÊM PHỤ KIỆN Cực kỳ ti t kiệm và kinh t Trọn bộ phụ kiện hút gồm 02 dây tubing 02 bộ phễu hoàn chỉnh 02 bình Medela 150ml Adapter điện 220v Tặng kèm túi đựng máy và phụ kiện xinh xắn Giá trọn bộ Chỉ 1 8tr Rẻ hơn cả mua Medela hút tay 32 310 Nghi Tàm Tây Hồ HN 0948 38 68 69
